daily_hazardous_air_pollutants_id,state_geocodes_id,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,obervation_percent,arithmetic_mean,first_max_value,first_max_hour,aqi,method_name,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
dh100203,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/7/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100204,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/10/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100205,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/13/10,Micrograms/cubic meter (LC),None,1,100,0.007,0.007,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100206,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/16/10,Micrograms/cubic meter (LC),None,1,100,0.005,0.005,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100207,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/19/10,Micrograms/cubic meter (LC),None,1,100,0.004,0.004,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100208,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/22/10,Micrograms/cubic meter (LC),None,1,100,0.011,0.011,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100209,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/25/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10021,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,4/17/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100210,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/28/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100211,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,7/31/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100212,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/3/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100213,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/6/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100214,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/9/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100215,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/12/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100216,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/15/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100217,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/18/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100218,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/21/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100219,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/24/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10022,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,4/20/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100220,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/27/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100221,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,8/30/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100222,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,9/2/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100223,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,9/5/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100224,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,9/8/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100225,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,9/11/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100226,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,9/14/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100227,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,9/17/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100228,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,9/20/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100229,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,9/29/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10023,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,4/23/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100230,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/2/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100231,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/5/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100232,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/8/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100233,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/11/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100234,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/14/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100235,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/17/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100236,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/20/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100237,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/23/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100238,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/26/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100239,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,10/29/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10024,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,4/26/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100240,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/1/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100241,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/4/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100242,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/7/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100243,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/10/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100244,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/13/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100245,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/16/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100246,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/19/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100247,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/22/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100248,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/25/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100249,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,11/28/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10025,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,4/29/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100250,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,12/4/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100251,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,12/7/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100252,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,12/10/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100253,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,12/13/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100254,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,12/16/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100255,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,12/19/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100256,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,12/22/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100257,CC1384,12,129,1,88132,1,30.0925,-84.161111,WGS84,Manganese PM2.5 LC,24 HOUR,NA,12/25/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
